Entity,Year,"Share of fish stocks within biologically sustainable levels (FAO, 2020)",Share of fish stocks that are overexploited,Code,Capture fisheries production (metric tons),"Fish, Seafood- Food supply quantity (kg/capita/yr) (FAO, 2020)",Industrial (large-scale commercial),Commodity Balances - Livestock and Fish Primary Equivalent - Freshwater Fish - 2761 - Production - 5510 - tonnes
Bermuda,1964,,,BMU,450.0,31.27,41475194.0,
Bhutan,1964,,,BTN,150.0,,41475194.0,
Bolivia,1964,,,BOL,1900.0,1.47,41475194.0,1900.0
Botswana,1964,,,BWA,500.0,0.86,41475194.0,500.0
Brazil,1964,,,BRA,369280.0,5.18,41475194.0,87800.0
British Virgin Islands,1964,,,VGB,400.0,,41475194.0,
Brunei,1964,,,BRN,1000.0,20.92,41475194.0,0.0
Bulgaria,1964,,,BGR,9600.0,4.29,41475194.0,5700.0
Burkina Faso,1964,,,BFA,3500.0,1.73,41475194.0,3500.0
Burundi,1964,,,BDI,9700.0,,41475194.0,
Cambodia,1964,,,KHM,40000.0,5.97,41475194.0,33200.0
Cameroon,1964,,,CMR,59800.0,10.04,41475194.0,30000.0
Canada,1964,,,CAN,1393173.0,14.28,41475194.0,119120.0
Cape Verde,1964,,,CPV,2500.0,5.66,41475194.0,
Caribbean Small States,1964,,,,38023.0,,41475194.0,
Cayman Islands,1964,,,CYM,0.0,,41475194.0,
Central African Republic,1964,,,CAF,2500.0,2.04,41475194.0,2500.0
Central Europe and the Baltics,1964,,,,290531.0,,41475194.0,
Chad,1964,,,TCD,50000.0,2.52,41475194.0,50000.0
Channel Islands,1964,,,OWID_CIS,1000.0,,41475194.0,
Chile,1964,,,CHL,1177517.0,13.88,41475194.0,0.0
China,1964,,,CHN,2466117.0,4.1,41475194.0,700000.0
Colombia,1964,,,COL,50300.0,2.75,41475194.0,25300.0
Comoros,1964,,,COM,917.0,,41475194.0,
Congo,1964,,,COG,13600.0,28.01,41475194.0,4000.0
Costa Rica,1964,,,CRI,3600.0,2.79,41475194.0,0.0
Cote d'Ivoire,1964,,,CIV,54600.0,14.98,41475194.0,2000.0
Cuba,1964,,,CUB,37165.0,12.86,41475194.0,0.0
Cyprus,1964,,,CYP,600.0,7.17,41475194.0,0.0
Democratic Republic of Congo,1964,,,COD,75000.0,,41475194.0,
Denmark,1964,,,DNK,862798.0,18.54,41475194.0,14400.0
Djibouti,1964,,,DJI,300.0,2.78,41475194.0,
Dominica,1964,,,DMA,600.0,25.0,41475194.0,0.0
Dominican Republic,1964,,,DOM,4200.0,11.57,41475194.0,500.0
Early-demographic dividend,1964,,,,15287986.0,,41475194.0,
East Asia & Pacific,1964,,,,13186114.0,,41475194.0,
East Asia & Pacific (IDA & IBRD),1964,,,,5752628.0,,41475194.0,
East Asia & Pacific (excluding high income),1964,,,,6111662.0,,41475194.0,
Ecuador,1964,,,ECU,46300.0,6.23,41475194.0,0.0
Egypt,1964,,,EGY,128000.0,4.55,41475194.0,90700.0
El Salvador,1964,,,SLV,9200.0,2.13,41475194.0,900.0
Equatorial Guinea,1964,,,GNQ,1000.0,,41475194.0,
Ethiopia,1964,,,ETH,12000.0,,41475194.0,
Euro area,1964,,,,4050216.125,,41475194.0,
Europe & Central Asia,1964,,,,9803489.125,,41475194.0,
Europe & Central Asia (IDA & IBRD),1964,,,,407931.0,,41475194.0,
Europe & Central Asia (excluding high income),1964,,,,153590.0,,41475194.0,
European Union,1964,,,,5580843.125,15.81,41475194.0,224314.0
Faeroe Islands,1964,,,FRO,140398.0,,41475194.0,
Fiji,1964,,,FJI,3400.0,18.67,41475194.0,0.0
Finland,1964,,,FIN,62900.0,18.5,41475194.0,25100.0
Fragile and conflict affected situations,1964,,,,997968.0,,41475194.0,
France,1964,,,FRA,709330.0,19.58,41475194.0,9000.0
French Polynesia,1964,,,PYF,2500.0,43.33,41475194.0,0.0
Gabon,1964,,,GAB,7000.0,23.39,41475194.0,1300.0
Gambia,1964,,,GMB,5300.0,13.92,41475194.0,1800.0
Germany,1964,,,DEU,836200.0,10.51,41475194.0,25130.0
Ghana,1964,,,GHA,76600.0,15.87,41475194.0,3400.0
Gibraltar,1964,,,GIB,1.0,,41475194.0,
Greece,1964,,,GRC,83600.0,16.15,41475194.0,9530.0
Greenland,1964,,,GRL,52475.0,,41475194.0,
Grenada,1964,,,GRD,1100.0,27.13,41475194.0,0.0
Guam,1964,,,GUM,100.0,,41475194.0,
Guatemala,1964,,,GTM,2700.0,0.51,41475194.0,200.0
Guinea,1964,,,GIN,5000.0,1.31,41475194.0,800.0
Guinea-Bissau,1964,,,GNB,800.0,1.68,41475194.0,0.0
Guyana,1964,,,GUY,10400.0,25.09,41475194.0,0.0
Haiti,1964,,,HTI,3300.0,1.3,41475194.0,200.0
Heavily indebted poor countries (HIPC),1964,,,,998417.0,,41475194.0,
High income,1964,,,,22047714.125,,41475194.0,
Honduras,1964,,,HND,3400.0,1.62,41475194.0,0.0
Hong Kong,1964,,,HKG,62430.0,36.13,41475194.0,800.0
Hungary,1964,,,HUN,6600.0,2.53,41475194.0,22700.0
IBRD only,1964,,,,20508476.0,,41475194.0,
IDA & IBRD total,1964,,,,22709633.0,,41475194.0,
IDA blend,1964,,,,311928.0,,41475194.0,
IDA only,1964,,,,1889229.0,,41475194.0,
IDA total,1964,,,,2201157.0,,41475194.0,
Iceland,1964,,,ISL,989617.0,64.49,41475194.0,400.0
India,1964,,,IND,1255504.0,2.47,41475194.0,469800.0
Indonesia,1964,,,IDN,910852.0,10.1,41475194.0,399300.0
Iran,1964,,,IRN,18013.0,0.36,41475194.0,3800.0
Iraq,1964,,,IRQ,19200.0,2.46,41475194.0,17800.0
Ireland,1964,,,IRL,30900.0,8.59,41475194.0,1500.0
Isle of Man,1964,,,IMN,3600.0,,41475194.0,
Israel,1964,,,ISR,7700.0,16.02,41475194.0,12726.0
Italy,1964,,,ITA,317196.0,12.48,41475194.0,20707.0
Jamaica,1964,,,JAM,10000.0,33.49,41475194.0,0.0
Japan,1964,,,JPN,6026892.0,47.16,41475194.0,171409.0
Jordan,1964,,,JOR,200.0,1.61,41475194.0,0.0
Kenya,1964,,,KEN,20700.0,2.53,41475194.0,16230.0
Kiribati,1964,,,KIR,6000.0,51.35,41475194.0,0.0
Kuwait,1964,,,KWT,4000.0,9.41,41475194.0,100.0
Kyrgyzstan,1964,,,KGZ,,,41475194.0,
Laos,1964,,,LAO,14976.0,6.54,41475194.0,15000.0
Late-demographic dividend,1964,,,,7556841.0,,41475194.0,
Latin America & Caribbean,1964,,,,11375616.0,,41475194.0,
Latin America & Caribbean (IDA & IBRD),1964,,,,11328878.0,,41475194.0,
Latin America & Caribbean (excluding high income),1964,,,,10051545.0,,41475194.0,
Least developed countries: UN classification,1964,,,,2086029.0,,41475194.0,
Lebanon,1964,,,LBN,2000.0,3.62,41475194.0,0.0
Lesotho,1964,,,LSO,0.0,0.0,41475194.0,0.0
Liberia,1964,,,LBR,4000.0,7.36,41475194.0,2500.0
Libya,1964,,,LBY,1600.0,,41475194.0,
Low & middle income,1964,,,,21534993.0,,41475194.0,
Low income,1964,,,,863800.0,,41475194.0,
Lower middle income,1964,,,,5878050.0,,41475194.0,
Macao,1964,,,MAC,5800.0,10.61,41475194.0,
Madagascar,1964,,,MDG,46000.0,7.9,41475194.0,39000.0
Malawi,1964,,,MWI,21200.0,5.44,41475194.0,21200.0
Malaysia,1964,,,MYS,192300.0,21.24,41475194.0,5402.0
Maldives,1964,,,MDV,12000.0,20.2,41475194.0,
Mali,1964,,,MLI,90000.0,9.78,41475194.0,90000.0
Malta,1964,,,MLT,1420.0,10.39,41475194.0,0.0
Marshall Islands,1964,,,MHL,0.0,,41475194.0,
Mauritania,1964,,,MRT,23000.0,12.22,41475194.0,10000.0
Mauritius,1964,,,MUS,2800.0,12.5,41475194.0,0.0
Mexico,1964,,,MEX,250020.0,2.91,41475194.0,4200.0
Micronesia (country),1964,,,FSM,600.0,,41475194.0,
Middle East & North Africa,1964,,,,572091.0,,41475194.0,
Middle East & North Africa (IDA & IBRD),1964,,,,443471.0,,41475194.0,
Middle East & North Africa (excluding high income),1964,,,,443471.0,,41475194.0,
Middle income,1964,,,,20671193.0,,41475194.0,
Mongolia,1964,,,MNG,280.0,0.26,41475194.0,280.0
Morocco,1964,,,MAR,208582.0,2.16,41475194.0,1900.0
Mozambique,1964,,,MOZ,13900.0,3.83,41475194.0,1500.0
Myanmar,1964,,,MMR,360000.0,13.73,41475194.0,103230.0
Namibia,1964,,,NAM,0.0,7.52,41475194.0,0.0
Nauru,1964,,,NRU,100.0,,41475194.0,
Nepal,1964,,,NPL,1600.0,0.16,41475194.0,1600.0
Netherlands,1964,,,NLD,273482.0,13.36,41475194.0,13800.0
New Caledonia,1964,,,NCL,1000.0,10.11,41475194.0,
New Zealand,1964,,,NZL,42796.0,17.56,41475194.0,100.0
Nicaragua,1964,,,NIC,5000.0,2.04,41475194.0,900.0
Niger,1964,,,NER,6300.0,1.35,41475194.0,6300.0
Nigeria,1964,,,NGA,82740.0,5.05,41475194.0,30070.0
North America,1964,,,,3979283.0,,41475194.0,
North Korea,1964,,,PRK,361000.0,29.49,41475194.0,24200.0
Northern Mariana Islands,1964,,,MNP,150.0,,41475194.0,
Norway,1964,,,NOR,1876034.0,40.55,41475194.0,2900.0
OECD members,1964,,,,21706451.125,,41475194.0,
Oman,1964,,,OMN,60000.0,,41475194.0,
Other small states,1964,,,,1031504.0,,41475194.0,
Pacific island small states,1964,,,,19766.0,,41475194.0,
Pakistan,1964,,,PAK,109088.0,1.49,41475194.0,27300.0
Palau,1964,,,PLW,1866.0,,41475194.0,
Palestine,1964,,,PSE,,,41475194.0,
Panama,1964,,,PAN,25900.0,6.8,41475194.0,0.0
Papua New Guinea,1964,,,PNG,15200.0,,41475194.0,
Paraguay,1964,,,PRY,700.0,0.33,41475194.0,700.0
Peru,1964,,,PER,9039766.0,10.11,41475194.0,4000.0
Philippines,1964,,,PHL,583591.0,24.17,41475194.0,83270.0
Poland,1964,,,POL,254341.0,8.79,41475194.0,23200.0
Portugal,1964,,,PRT,602540.0,59.83,41475194.0,500.0
Post-demographic dividend,1964,,,,18951084.125,,41475194.0,
Pre-demographic dividend,1964,,,,1369957.0,,41475194.0,
Puerto Rico,1964,,,PRI,2900.0,,41475194.0,
Qatar,1964,,,QAT,1000.0,,41475194.0,
Romania,1964,,,ROU,19990.0,3.14,41475194.0,25600.0
Russia,1964,,,RUS,,,41475194.0,
Rwanda,1964,,,RWA,700.0,0.28,41475194.0,700.0
Saint Kitts and Nevis,1964,,,KNA,700.0,14.0,41475194.0,0.0
Saint Lucia,1964,,,LCA,800.0,20.79,41475194.0,0.0
Saint Vincent and the Grenadines,1964,,,VCT,500.0,16.58,41475194.0,0.0
Samoa,1964,,,WSM,600.0,30.08,41475194.0,0.0
Sao Tome and Principe,1964,,,STP,800.0,12.5,41475194.0,
Saudi Arabia,1964,,,SAU,17700.0,3.89,41475194.0,0.0
Senegal,1964,,,SEN,97600.0,20.83,41475194.0,21600.0
Seychelles,1964,,,SYC,2000.0,,41475194.0,
Sierra Leone,1964,,,SLE,29900.0,17.49,41475194.0,800.0
Singapore,1964,,,SGP,10400.0,,41475194.0,
Small states,1964,,,,1089293.0,,41475194.0,
Solomon Islands,1964,,,SLB,5300.0,37.59,41475194.0,0.0
Somalia,1964,,,SOM,4500.0,,41475194.0,
South Africa,1964,,,ZAF,1353615.0,5.99,41475194.0,100.0
South Asia,1964,,,,1965853.0,,41475194.0,
South Asia (IDA & IBRD),1964,,,,1965853.0,,41475194.0,
South Korea,1964,,,KOR,527726.0,16.14,41475194.0,2100.0
Spain,1964,,,ESP,1068328.125,27.34,41475194.0,12600.0
Sri Lanka,1964,,,LKA,91125.0,18.79,41475194.0,5500.0
Sub-Saharan Africa,1964,,,,2810872.0,,41475194.0,
Sub-Saharan Africa (IDA & IBRD),1964,,,,2810872.0,,41475194.0,
Sub-Saharan Africa (excluding high income),1964,,,,2808872.0,,41475194.0,
Sudan,1964,,,SDN,20100.0,,41475194.0,
Suriname,1964,,,SUR,5910.0,22.15,41475194.0,600.0
Sweden,1964,,,SWE,377298.0,25.27,41475194.0,6547.0
Switzerland,1964,,,CHE,2800.0,8.64,41475194.0,2800.0
Syria,1964,,,SYR,1600.0,,41475194.0,
Tanzania,1964,,,TZA,103000.0,8.64,41475194.0,77600.0
Thailand,1964,,,THA,549576.0,12.42,41475194.0,78910.0
Timor,1964,,,TLS,,0.0,41475194.0,0.0
Togo,1964,,,TGO,5000.0,7.34,41475194.0,2000.0
Tonga,1964,,,TON,400.0,,41475194.0,
Trinidad and Tobago,1964,,,TTO,2400.0,14.83,41475194.0,0.0
Tunisia,1964,,,TUN,21676.0,3.74,41475194.0,200.0
Turkey,1964,,,TUR,121000.0,3.63,41475194.0,7250.0
Turks and Caicos Islands,1964,,,TCA,1460.0,,41475194.0,
Tuvalu,1964,,,TUV,0.0,,41475194.0,
Uganda,1964,,,UGA,70500.0,9.03,41475194.0,70500.0
United Arab Emirates,1964,,,ARE,35000.0,18.34,41475194.0,0.0
United Kingdom,1964,,,GBR,1034141.0,21.55,41475194.0,3600.0
United States,1964,,,USA,2585660.0,12.73,41475194.0,266800.0
United States Virgin Islands,1964,,,VIR,500.0,,41475194.0,
Upper middle income,1964,,,,14793143.0,,41475194.0,
Uruguay,1964,,,URY,22570.0,4.54,41475194.0,0.0
Uzbekistan,1964,,,UZB,,,41475194.0,
Vanuatu,1964,,,VUT,1500.0,31.94,41475194.0,0.0
Venezuela,1964,,,VEN,110611.0,12.1,41475194.0,11200.0
Vietnam,1964,,,VNM,599970.0,17.45,41475194.0,137000.0
World,1964,,,OWID_WRL,47586827.1,9.62,41475194.0,5151763.0
Yemen,1964,,,YEM,25000.0,3.17,41475194.0,
Zambia,1964,,,ZMB,42300.0,13.39,41475194.0,42300.0
Zimbabwe,1964,,,ZWE,1900.0,1.91,41475194.0,1900.0
Africa,1964,,,,,5.37,41475194.0,673400.0
Americas,1964,,,,,9.18,41475194.0,539124.0
Asia,1964,,,,,7.97,41475194.0,2826646.0
Australia & New Zealand,1964,,,,,13.58,41475194.0,600.0
Belgium-Luxembourg,1964,,,,,18.5,41475194.0,0.0
Caribbean,1964,,,,,12.39,41475194.0,700.0
Central America,1964,,,,,2.69,41475194.0,6200.0
Czechoslovakia,1964,,,OWID_CZS,,7.28,41475194.0,11074.0
Eastern Africa,1964,,,,,4.18,41475194.0,271330.0
Eastern Asia,1964,,,,,10.26,41475194.0,942775.0
Eastern Europe,1964,,,,,14.91,41475194.0,944584.0
Eswatini,1964,,,SWZ,,0.0,41475194.0,0.0
Ethiopia PDR,1964,,,,,0.04,41475194.0,400.0
Europe,1964,,,,,16.08,41475194.0,1111993.0
"Europe, Western",1964,,,,,13.76,41475194.0,55430.0
Land Locked Developing Countries,1964,,,,,3.42,41475194.0,309180.0
Least Developed Countries,1964,,,,,6.56,41475194.0,1127013.0
Low Income Food Deficit Countries,1964,,,,,3.92,41475194.0,1533583.0
Melanesia,1964,,,OWID_MNS,,22.31,41475194.0,0.0
Micronesia (region),1964,,,,,51.35,41475194.0,0.0
Middle Africa,1964,,,,,10.05,41475194.0,93300.0
Net Food Importing Developing Countries,1964,,,,,6.39,41475194.0,1289523.0
Netherlands Antilles,1964,,,ANT,,19.33,41475194.0,
Northern Africa,1964,,,,,3.03,41475194.0,111400.0
Northern America,1964,,,,,12.88,41475194.0,385920.0
Northern Europe,1964,,,,,22.08,41475194.0,54447.0
Oceania,1964,,,,,14.43,41475194.0,600.0
Polynesia,1964,,,OWID_PYA,,35.68,41475194.0,0.0
Small island developing States,1964,,,,,12.82,41475194.0,1300.0
South America,1964,,,,,6.27,41475194.0,146304.0
South Eastern Asia,1964,,,,,13.95,41475194.0,855312.0
Southern Africa,1964,,,,,5.54,41475194.0,600.0
Southern Asia,1964,,,,,3.12,41475194.0,990683.0
Southern Europe,1964,,,,,18.25,41475194.0,57532.0
Sudan (former),1964,,,,,1.49,41475194.0,18600.0
Taiwan,1964,,,TWN,,30.78,41475194.0,43986.0
USSR,1964,,,OWID_USS,,18.12,41475194.0,856310.0
Western Africa,1964,,,,,7.4,41475194.0,196770.0
Western Asia,1964,,,,,4.03,41475194.0,37876.0
Yugoslavia,1964,,,OWID_YGS,,1.59,41475194.0,13195.0
Afghanistan,1965,,,AFG,300.0,0.03,40475260.0,300.0
Africa Eastern and Southern,1965,,,,2174850.0,,40475260.0,
Africa Western and Central,1965,,,,680876.0,,40475260.0,
Albania,1965,,,ALB,4000.0,2.13,40475260.0,1400.0
Algeria,1965,,,DZA,18300.0,1.36,40475260.0,0.0
American Samoa,1965,,,ASM,0.0,,40475260.0,
Angola,1965,,,AGO,263300.0,10.52,40475260.0,5800.0
Antigua and Barbuda,1965,,,ATG,800.0,37.09,40475260.0,
Arab World,1965,,,,591828.0,,40475260.0,
Argentina,1965,,,ARG,205000.0,6.64,40475260.0,13005.0
Aruba,1965,,,ABW,300.0,,40475260.0,
Australia,1965,,,AUS,77944.0,12.78,40475260.0,800.0
Austria,1965,,,AUT,4370.0,7.75,40475260.0,4900.0
Bahamas,1965,,,BHS,2950.0,15.24,40475260.0,0.0
Bahrain,1965,,,BHR,2000.0,,40475260.0,
Bangladesh,1965,,,BGD,543000.0,10.38,40475260.0,526290.0
Barbados,1965,,,BRB,2613.0,22.03,40475260.0,0.0
Belgium,1965,,,BEL,59700.0,,40475260.0,
Belize,1965,,,BLZ,800.0,5.43,40475260.0,0.0
Benin,1965,,,BEN,20000.0,9.92,40475260.0,16000.0
Bermuda,1965,,,BMU,450.0,28.59,40475260.0,
Bhutan,1965,,,BTN,150.0,,40475260.0,
Bolivia,1965,,,BOL,1800.0,1.28,40475260.0,1800.0
Botswana,1965,,,BWA,500.0,0.84,40475260.0,500.0
Brazil,1965,,,BRA,389141.0,5.1,40475260.0,90500.0
British Virgin Islands,1965,,,VGB,400.0,,40475260.0,
Brunei,1965,,,BRN,1100.0,19.9,40475260.0,0.0
Bulgaria,1965,,,BGR,16083.0,4.23,40475260.0,6000.0
Burkina Faso,1965,,,BFA,3500.0,1.34,40475260.0,3500.0
Burundi,1965,,,BDI,20200.0,,40475260.0,
Cambodia,1965,,,KHM,45000.0,6.85,40475260.0,37400.0
Cameroon,1965,,,CMR,61100.0,9.96,40475260.0,35000.0
Canada,1965,,,CAN,1415523.0,13.26,40475260.0,112232.0
Cape Verde,1965,,,CPV,3500.0,6.4,40475260.0,
Caribbean Small States,1965,,,,41573.0,,40475260.0,
Cayman Islands,1965,,,CYM,0.0,,40475260.0,
Central African Republic,1965,,,CAF,3000.0,2.18,40475260.0,3000.0
Central Europe and the Baltics,1965,,,,335091.0,,40475260.0,
Chad,1965,,,TCD,55000.0,3.02,40475260.0,55000.0
Channel Islands,1965,,,OWID_CIS,1200.0,,40475260.0,
Chile,1965,,,CHL,730505.0,13.03,40475260.0,0.0
China,1965,,,CHN,2530460.0,4.3,40475260.0,800000.0
Colombia,1965,,,COL,53500.0,2.8,40475260.0,25900.0
Comoros,1965,,,COM,917.0,,40475260.0,
Congo,1965,,,COG,14000.0,24.48,40475260.0,4500.0
Costa Rica,1965,,,CRI,3400.0,2.52,40475260.0,0.0
Cote d'Ivoire,1965,,,CIV,59500.0,16.55,40475260.0,3000.0
Cuba,1965,,,CUB,41080.0,9.46,40475260.0,0.0
Cyprus,1965,,,CYP,1006.0,7.07,40475260.0,0.0
Democratic Republic of Congo,1965,,,COD,81000.0,,40475260.0,
Denmark,1965,,,DNK,830021.0,18.46,40475260.0,17800.0
Djibouti,1965,,,DJI,300.0,2.61,40475260.0,
Dominica,1965,,,DMA,500.0,30.77,40475260.0,0.0
Dominican Republic,1965,,,DOM,4100.0,5.86,40475260.0,500.0
Early-demographic dividend,1965,,,,13986004.0,,40475260.0,
East Asia & Pacific,1965,,,,14105562.0,,40475260.0,
East Asia & Pacific (IDA & IBRD),1965,,,,6041928.0,,40475260.0,
East Asia & Pacific (excluding high income),1965,,,,6423458.0,,40475260.0,
Ecuador,1965,,,ECU,53500.0,6.56,40475260.0,0.0
Egypt,1965,,,EGY,96200.0,3.45,40475260.0,62900.0
El Salvador,1965,,,SLV,9600.0,2.42,40475260.0,1600.0
Equatorial Guinea,1965,,,GNQ,600.0,,40475260.0,
Ethiopia,1965,,,ETH,15900.0,,40475260.0,
Euro area,1965,,,,4225906.375,,40475260.0,
Europe & Central Asia,1965,,,,10903547.375,,40475260.0,
Europe & Central Asia (IDA & IBRD),1965,,,,465971.0,,40475260.0,
Europe & Central Asia (excluding high income),1965,,,,178214.0,,40475260.0,
European Union,1965,,,,5761074.375,16.42,40475260.0,224696.0
Faeroe Islands,1965,,,FRO,146479.0,,40475260.0,
Fiji,1965,,,FJI,3500.0,16.81,40475260.0,0.0
Finland,1965,,,FIN,73200.0,18.14,40475260.0,25950.0
Fragile and conflict affected situations,1965,,,,1047325.0,,40475260.0,
France,1965,,,FRA,745249.0,20.49,40475260.0,12100.0
French Polynesia,1965,,,PYF,1900.0,45.16,40475260.0,0.0
Gabon,1965,,,GAB,8000.0,23.16,40475260.0,1300.0
Gambia,1965,,,GMB,6200.0,15.46,40475260.0,2200.0
Germany,1965,,,DEU,850200.0,11.08,40475260.0,24890.0
Ghana,1965,,,GHA,76500.0,14.89,40475260.0,4000.0
Gibraltar,1965,,,GIB,1.0,,40475260.0,
Greece,1965,,,GRC,89700.0,18.14,40475260.0,8620.0
Greenland,1965,,,GRL,54145.0,,40475260.0,
Grenada,1965,,,GRD,1300.0,28.95,40475260.0,0.0
Guam,1965,,,GUM,100.0,,40475260.0,
Guatemala,1965,,,GTM,2100.0,0.61,40475260.0,200.0
Guinea,1965,,,GIN,5000.0,1.29,40475260.0,800.0
Guinea-Bissau,1965,,,GNB,900.0,1.83,40475260.0,0.0
Guyana,1965,,,GUY,12000.0,24.58,40475260.0,0.0
Haiti,1965,,,HTI,3400.0,1.3,40475260.0,200.0
Heavily indebted poor countries (HIPC),1965,,,,1062267.0,,40475260.0,
High income,1965,,,,23438492.375,,40475260.0,
Honduras,1965,,,HND,4050.0,1.55,40475260.0,0.0
Hong Kong,1965,,,HKG,65581.0,35.66,40475260.0,1000.0
Hungary,1965,,,HUN,7520.0,3.03,40475260.0,24800.0
IBRD only,1965,,,,18794388.0,,40475260.0,
IDA & IBRD total,1965,,,,21147807.0,,40475260.0,
IDA blend,1965,,,,341834.0,,40475260.0,
IDA only,1965,,,,2011585.0,,40475260.0,
IDA total,1965,,,,2353419.0,,40475260.0,
Iceland,1965,,,ISL,1218265.0,65.99,40475260.0,0.0
India,1965,,,IND,1258353.0,2.5,40475260.0,517600.0
Indonesia,1965,,,IDN,980902.0,10.49,40475260.0,392600.0
Iran,1965,,,IRN,20014.0,0.48,40475260.0,3700.0
Iraq,1965,,,IRQ,16800.0,2.04,40475260.0,16300.0
Ireland,1965,,,IRL,34600.0,9.56,40475260.0,1600.0
Isle of Man,1965,,,IMN,5100.0,,40475260.0,
Israel,1965,,,ISR,8900.0,16.48,40475260.0,12450.0
Italy,1965,,,ITA,344541.0,14.06,40475260.0,18517.0
Jamaica,1965,,,JAM,9000.0,31.41,40475260.0,0.0
Japan,1965,,,JPN,6566241.0,51.55,40475260.0,201021.0
Jordan,1965,,,JOR,200.0,1.68,40475260.0,0.0
Kenya,1965,,,KEN,23400.0,2.71,40475260.0,17999.0
Kiribati,1965,,,KIR,6000.0,55.26,40475260.0,0.0
Kuwait,1965,,,KWT,4000.0,8.73,40475260.0,100.0
Kyrgyzstan,1965,,,KGZ,,,40475260.0,
Laos,1965,,,LAO,14968.0,6.98,40475260.0,15000.0
Late-demographic dividend,1965,,,,7586778.0,,40475260.0,
Latin America & Caribbean,1965,,,,9385167.0,,40475260.0,
Latin America & Caribbean (IDA & IBRD),1965,,,,9333064.0,,40475260.0,
Latin America & Caribbean (excluding high income),1965,,,,8494490.0,,40475260.0,
Least developed countries: UN classification,1965,,,,2094135.0,,40475260.0,
Lebanon,1965,,,LBN,2300.0,3.67,40475260.0,0.0
Lesotho,1965,,,LSO,0.0,0.0,40475260.0,0.0
Liberia,1965,,,LBR,4500.0,8.22,40475260.0,2500.0
Libya,1965,,,LBY,2924.0,,40475260.0,
Low & middle income,1965,,,,20401006.0,,40475260.0,
Low income,1965,,,,937800.0,,40475260.0,
Lower middle income,1965,,,,6011182.0,,40475260.0,
Macao,1965,,,MAC,7000.0,12.56,40475260.0,
Madagascar,1965,,,MDG,45300.0,7.64,40475260.0,36000.0
Malawi,1965,,,MWI,33900.0,8.51,40475260.0,33900.0
Malaysia,1965,,,MYS,208500.0,20.01,40475260.0,5908.0
Maldives,1965,,,MDV,19600.0,71.29,40475260.0,
Mali,1965,,,MLI,90000.0,9.68,40475260.0,90000.0
Malta,1965,,,MLT,1228.0,8.79,40475260.0,0.0
Marshall Islands,1965,,,MHL,0.0,,40475260.0,
Mauritania,1965,,,MRT,25000.0,8.62,40475260.0,11000.0
Mauritius,1965,,,MUS,3000.0,11.82,40475260.0,0.0
Mexico,1965,,,MEX,259620.0,3.13,40475260.0,3900.0
Micronesia (country),1965,,,FSM,700.0,,40475260.0,
Middle East & North Africa,1965,,,,571453.0,,40475260.0,
Middle East & North Africa (IDA & IBRD),1965,,,,432425.0,,40475260.0,
Middle East & North Africa (excluding high income),1965,,,,432425.0,,40475260.0,
Middle income,1965,,,,19463206.0,,40475260.0,
Mongolia,1965,,,MNG,290.0,0.26,40475260.0,290.0
Morocco,1965,,,MAR,225486.0,2.42,40475260.0,2000.0
Mozambique,1965,,,MOZ,16200.0,4.15,40475260.0,2000.0
Myanmar,1965,,,MMR,360000.0,13.33,40475260.0,103290.0
Namibia,1965,,,NAM,0.0,7.32,40475260.0,0.0
Nauru,1965,,,NRU,100.0,,40475260.0,
Nepal,1965,,,NPL,1600.0,0.15,40475260.0,1600.0
Netherlands,1965,,,NLD,266700.0,12.36,40475260.0,14200.0
New Caledonia,1965,,,NCL,1000.0,9.89,40475260.0,
New Zealand,1965,,,NZL,46607.0,18.27,40475260.0,100.0
Nicaragua,1965,,,NIC,5600.0,2.65,40475260.0,1100.0
Niger,1965,,,NER,5000.0,1.11,40475260.0,5000.0
Nigeria,1965,,,NGA,94376.0,4.65,40475260.0,40080.0
North America,1965,,,,4118758.0,,40475260.0,
North Korea,1965,,,PRK,385000.0,30.79,40475260.0,24300.0
Northern Mariana Islands,1965,,,MNP,200.0,,40475260.0,
Norway,1965,,,NOR,2459647.0,43.17,40475260.0,2400.0
OECD members,1965,,,,23083576.375,,40475260.0,
Oman,1965,,,OMN,65000.0,,40475260.0,
Other small states,1965,,,,1271466.0,,40475260.0,
Pacific island small states,1965,,,,21870.0,,40475260.0,
Pakistan,1965,,,PAK,121058.0,1.51,40475260.0,28100.0
Palau,1965,,,PLW,3370.0,,40475260.0,
Palestine,1965,,,PSE,,,40475260.0,
Panama,1965,,,PAN,39700.0,7.64,40475260.0,0.0
Papua New Guinea,1965,,,PNG,15800.0,,40475260.0,
Paraguay,1965,,,PRY,700.0,0.32,40475260.0,700.0
Peru,1965,,,PER,7386689.0,8.12,40475260.0,3000.0
Philippines,1965,,,PHL,651125.0,25.79,40475260.0,83888.0
Poland,1965,,,POL,287757.0,8.93,40475260.0,20300.0
Portugal,1965,,,PRT,566672.0,56.42,40475260.0,201.0
Post-demographic dividend,1965,,,,20498014.375,,40475260.0,
Pre-demographic dividend,1965,,,,1339893.0,,40475260.0,
Puerto Rico,1965,,,PRI,2800.0,,40475260.0,
Qatar,1965,,,QAT,1300.0,,40475260.0,
Romania,1965,,,ROU,23731.0,3.07,40475260.0,23500.0
Russia,1965,,,RUS,,,40475260.0,
Rwanda,1965,,,RWA,700.0,0.28,40475260.0,700.0
